no_pkk,no_pkk_inaportnet,vessel_name_spb,company_name,name_process_code,gt,loa,name_branch,departure_date,nomor_pkk,nomor_spb,vessel_name_wasop,waktu_tolak,NAMA KAPAL,GT,LOA,DARI,KE,PERUSAHAAN,NO SPK PANDU,NO PKK INAPORTNET,NO PKK,NAMA PANDU,MULAI PANDU,SELESAI PANDU,KAPAL TUNDA 1,KAPAL TUNDA 2,KAPAL TUNDA 3,MULAI TUNDA,SELESAI TUNDA,ZONA,STATUS NOTA
N8PJ57000007,PKK.DN.IDSTU.2508.000372,LIANA XV,PT. AZAZ SHIPS SERVICES,Request PPKB,4362.0,100.58,KOTABARU,2025-08-23 01:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
GT3057000001,PKK.DN.IDSTU.2404.000120,GOLD TRANS 3301,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,4270.0,100.65,KOTABARU,2024-04-07 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
CUFA57000002,PKK.DN.IDSTU.2412.000087,GOLD TRANS 3308,"PELAYARAN LAKSITA ADITYA PARAMA, PT",Request PPKB,4550.0,100.58,KOTABARU,2024-12-07 06:03,nan,,,,,,,,,,,nan,,,,,,,,,,,
OHMW57000001,PKK.DN.IDSTU.2508.000573,RMN 3308,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,4337.0,96.56,KOTABARU,2025-08-26 15:55,nan,,,,,,,,,,,nan,,,,,,,,,,,
6XRY57000009,PKK.DN.IDSTU.2508.000506,CB 1213,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Realization,5225.0,109.44,KOTABARU,2025-08-24 15:55,nan,,,,CB 1213,5225,109.44,STS BUNATI,DERMAGA BORNEO INDOBARA,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,IDSTU-PLD-SPK.2511.015707,PKK.DN.IDSTU.2508.000506,6XRY57000009,TRI SUDIYATMO SAPUTRO,22-11-2025 23:15,22-11-2025 23:55,,,,,,ZONA SATUI & BUNATI,BELUM VERIFIKASI
N33157000008,PKK.DN.IDSTU.2511.000338,RMN 331,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3142.0,87.78,KOTABARU,2025-11-12 15:55,nan,,,,,,,,,,,nan,,,,,,,,,,,
8XWE57000005,PKK.DN.IDSTU.2511.000093,BAIDURI 30297,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3137.0,91.52,KOTABARU,2025-11-08 15:55,nan,,,,,,,,,,,nan,,,,,,,,,,,
CB2657000001,PKK.DN.IDSTU.2508.000029,CB 126,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,5225.0,114.0,KOTABARU,2025-08-07 15:55,nan,,,,,,,,,,,nan,,,,,,,,,,,
YNFO31000079,PKK.DN.IDLBR.2511.000149,MUTIARA SENTOSA III,"ATOSIM LAMPUNG PELAYARAN, PT",Realization,14896.0,160.0,LEMBAR,2025-11-22 21:00,PKK.DN.IDLBR.2511.000149,SPB.IDLBR.1125.0000148,MUTIARA SENTOSA III,2025-11-23T00:00:00.000Z,MUTIARA SENTOSA III,14896,160,LAUT,PETIKEMAS DAN CRUISE,"ATOSIM LAMPUNG PELAYARAN, PT",IDLBR-PLD-SPK.2511.003200,PKK.DN.IDLBR.2511.000149,YNFO31000079,AWAL MUDZAKIR,22-11-2025 19:33,22-11-2025 20:27,ANGGADA XV,TB. Samudera Makmur 02,,22-11-2025 19:31,22-11-2025 20:21,ZONA LEMBAR,BELUM VERIFIKASI
KV0031000360,PKK.DN.IDLBR.2511.000148,KIRANA VII,"DHARMA LAUTAN UTAMA, PT",Realization,1931.0,68.94,LEMBAR,2025-11-22 13:00,PKK.DN.IDLBR.2511.000148,SPB.IDLBR.1125.0000146,KIRANA VII,2025-11-22T12:30:00.000Z,KIRANA VII,1931,68.94,LAUT,LOKAL I,"DHARMA LAUTAN UTAMA, PT",IDLBR-PLD-SPK.2511.003196,PKK.DN.IDLBR.2511.000148,KV0031000360,AWAL MUDZAKIR,22-11-2025 18:27,22-11-2025 18:39,,,,,,ZONA LEMBAR,BELUM VERIFIKASI
11FC57000004,PKK.DN.IDKBU.2509.000473,LIANA LXVII,PT. ALWIESTA NIAGA MANDIRI,Realization,4362.0,100.58,KOTABARU,2025-09-17 02:00,nan,,,,LIANA LXVII,4362,100.58,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2511.012320,PKK.DN.IDKBU.2509.000473,11FC57000004,ARI AGUS PRASETYO,22-11-2025 13:30,22-11-2025 13:51,,,,,,STS KOTABARU,BELUM VERIFIKASI
HPZP57000001,PKK.DN.IDKBU.2311.000330,LIANA LII,PT. ALWIESTA NIAGA MANDIRI,Realization,4362.0,100.58,KOTABARU,2023-11-13 15:00,nan,,,,LIANA LII,4362,100.58,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2511.012317,PKK.DN.IDKBU.2311.000330,HPZP57000001,ARI AGUS PRASETYO,22-11-2025 13:15,22-11-2025 13:41,,,,,,STS KOTABARU,BELUM VERIFIKASI
TQ8R57000002,PKK.DN.IDKBU.2510.000145,LIANA LVII,PT. ALWIESTA NIAGA MANDIRI,Realization,4362.0,100.58,KOTABARU,2025-10-07 02:00,nan,,,,LIANA LVII,4362,100.58,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2511.012321,PKK.DN.IDKBU.2510.000145,TQ8R57000002,ARI AGUS PRASETYO,22-11-2025 13:35,22-11-2025 13:56,,,,,,STS KOTABARU,BELUM VERIFIKASI
SANY57000002,PKK.DN.IDKBU.2501.000164,SANDYA II,PT. ALWIESTA NIAGA MANDIRI,Realization,4170.0,100.58,KOTABARU,2025-01-06 02:00,nan,,,,SANDYA II,4170,100.58,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2510.011116,PKK.DN.IDKBU.2501.000164,SANY57000002,BUNYAMIN NURIADIN,24-10-2025 22:32,24-10-2025 22:45,,,,,,STS KOTABARU,BELUM VERIFIKASI
NMU013000200,PKK.DN.IDSUB.2511.000850,NIKI MILA UTAMA,"TIMUR MILA UTAMA, PT",Realization,7262.0,124.7,TANJUNG PERAK,2025-11-22 13:00,PKK.DN.IDSUB.2511.000850,SPB.IDSUB.1125.0000859,NIKI MILA UTAMA,2025-11-23T01:00:00.000Z,NIKI MILA UTAMA,7262,124.7,LAUT,JAMRUD UTARA,"TIMUR MILA UTAMA, PT",IDSUB-PLD-SPK.2511.029268,PKK.DN.IDSUB.2511.000850,NMU013000200,SLAMET RIYADI,22-11-2025 11:52,22-11-2025 19:39,TB. SEMAR 82,,,22-11-2025 21:04,22-11-2025 21:18,ZONA SURABAYA,BELUM VERIFIKASI
SV1157000001,PKK.DN.IDKBU.2511.000597,SEROJA VI,PT. MARITEL,Realization,2420.0,89.41,KOTABARU,2025-11-23 14:00,PKK.DN.IDKBU.2511.000597,SPB.IDKBU.1125.0000600,SEROJA VI,2025-11-22T15:00:00.000Z,SEROJA VI,2420,89.41,LAUT,STAGEN JETTY 2,PT. MARITEL,IDKBU-PLD-SPK.2511.012304,PKK.DN.IDKBU.2511.000597,SV1157000001,EKO BUDI SANTOSO,22-11-2025 01:57,22-11-2025 02:40,JAYANEGARA 202,,,22-11-2025 02:03,22-11-2025 02:49,KOTABARU,BELUM VERIFIKASI
SLJ325000005,PKK.LN.IDBDJ.2511.002655,BG SAMUDRA LAJU 3,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,4071.0,98.0,BANJARMASIN,2025-11-24 15:00,PKK.LN.IDBDJ.2511.002655,SPB.IDBDJ.1125.0002750,BG SAMUDRA LAJU 3,2025-11-23T00:00:00.000Z,BG SAMUDRA LAJU 3,4071,98,PULAU BAKUT,REDE TRISAKTI,"ANUGERAH MAHADAYA NUSANTARA, PT",IDBDJ-PLD-SPK.2511.059791,PKK.LN.IDBDJ.2511.002655,SLJ325000005,FAHRUDIN AKHMAD,23-11-2025 06:20,23-11-2025 06:21,,,,,,BANJARMASIN,BELUM VERIFIKASI
CIKK25000056,PKK.DN.IDBDJ.2511.002653,SATRIA LAUT 3038,"MASADA JAYA LINES, PT",Request PPKB,3048.0,91.44,BANJARMASIN,2025-11-23 15:00,PKK.DN.IDBDJ.2511.002653,SPB.IDBDJ.1125.0002623,SATRIA LAUT 3038,2025-11-21T15:00:00.000Z,,,,,,,,nan,,,,,,,,,,,
BRU860000064,PKK.DN.IDCEB.2511.000030,SABUK NUSANTARA 74,PT. BAYU CIPTA SAMUDERA,Realization,2091.0,68.5,CELUKAN BAWANG,2025-11-22 04:00,PKK.DN.IDCEB.2511.000030,SPB.IDCEB.1125.0000031,SABUK NUSANTARA 74,2025-11-22T04:30:00.000Z,SABUK NUSANTARA 74,2091,68.5,LAUT,DERMAGA 3,PT. BAYU CIPTA SAMUDERA,IDCEB-PLD-SPK.2511.001007,PKK.DN.IDCEB.2511.000030,BRU860000064,IRWAN JAYA,22-11-2025 06:09,22-11-2025 06:46,,,,,,ZONA UMUM CELUKAN BAWANG,BELUM VERIFIKASI
MK9L25000006,PKK.LN.IDBDJ.2511.002618,BG CORTON,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,4319.0,97.0,BANJARMASIN,2025-11-24 15:00,PKK.LN.IDBDJ.2511.002618,SPB.IDBDJ.1125.0002747,BG CORTON,2025-11-23T00:00:00.000Z,BG CORTON,4319,97,PULAU BAKUT,REDE TRISAKTI,"ANUGERAH MAHADAYA NUSANTARA, PT",IDBDJ-PLD-SPK.2511.059745,PKK.LN.IDBDJ.2511.002618,MK9L25000006,SUGITO WIJIATMOKO,23-11-2025 07:07,23-11-2025 15:23,,,,,,BANJARMASIN,BELUM VERIFIKASI
RV9Z25000140,PKK.DN.IDBDJ.2511.002604,MBP 1518,"TERA LOGISTIC INDONESIA, PT",Realization,7874.0,120.0,BANJARMASIN,2025-11-24 15:00,PKK.DN.IDBDJ.2511.002604,SPB.IDBDJ.1125.0002814,MBP 1518,2025-11-23T15:00:00.000Z,MBP 1518,7874,120,PULAU BAKUT,REDE TRISAKTI,"TERA LOGISTIC INDONESIA, PT",IDBDJ-PLD-SPK.2511.059750,PKK.DN.IDBDJ.2511.002604,RV9Z25000140,GALIH PRASETYO,22-11-2025 17:27,22-11-2025 18:27,,,,,,BANJARMASIN,BELUM VERIFIKASI
59AI57000001,PKK.DN.IDKBU.2306.000471,LIANA LX,PT. ALWIESTA NIAGA MANDIRI,Realization,4362.0,100.58,KOTABARU,2023-06-18 04:00,nan,,,,LIANA LX,4362,100.58,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2511.012300,PKK.DN.IDKBU.2306.000471,59AI57000001,ARI AGUS PRASETYO,22-11-2025 09:10,22-11-2025 09:25,,,,,,STS KOTABARU,BELUM VERIFIKASI
S6MD57000004,PKK.DN.IDKBU.2509.000601,SAMTIMAS 06,PT. ALWIESTA NIAGA MANDIRI,Realization,3442.0,91.44,KOTABARU,2025-09-21 02:00,nan,,,,SAMTIMAS 06,3442,91.44,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2511.012287,PKK.DN.IDKBU.2509.000601,S6MD57000004,BUNYAMIN NURIADIN,21-11-2025 21:55,21-11-2025 22:15,,,,,,STS KOTABARU,BELUM VERIFIKASI
S0MT57000002,PKK.DN.IDKBU.2507.000719,SAMTIMAS 01,PT. ALWIESTA NIAGA MANDIRI,Realization,4170.0,100.58,KOTABARU,2025-07-28 02:00,nan,,,,SAMTIMAS 01,4170,100.58,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2511.012290,PKK.DN.IDKBU.2507.000719,S0MT57000002,BUNYAMIN NURIADIN,21-11-2025 22:23,21-11-2025 22:44,,,,,,STS KOTABARU,BELUM VERIFIKASI
M7PL57000002,PKK.DN.IDKBU.2408.000569,LIANA XXXVIII,PT. ALWIESTA NIAGA MANDIRI,Realization,4170.0,100.58,KOTABARU,2024-08-21 04:00,nan,,,,LIANA XXXVIII,4170,100.58,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2511.012292,PKK.DN.IDKBU.2408.000569,M7PL57000002,BUNYAMIN NURIADIN,21-11-2025 22:59,21-11-2025 23:21,,,,,,STS KOTABARU,BELUM VERIFIKASI
WAS157000004,PKK.DN.IDKBU.2509.000651,LIANA LXIX,PT. ALWIESTA NIAGA MANDIRI,Realization,4362.0,100.58,KOTABARU,2025-09-23 02:00,nan,,,,LIANA LXIX,4362,100.58,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2511.012289,PKK.DN.IDKBU.2509.000651,WAS157000004,BUNYAMIN NURIADIN,21-11-2025 22:21,21-11-2025 22:43,,,,,,STS KOTABARU,BELUM VERIFIKASI
26IT57000002,PKK.DN.IDKBU.2511.000285,SANDYA III,PT. ALWIESTA NIAGA MANDIRI,Realization,4362.0,100.58,KOTABARU,2025-11-11 02:00,nan,,,,SANDYA III,4362,100.58,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2511.012298,PKK.DN.IDKBU.2511.000285,26IT57000002,BUNYAMIN NURIADIN,21-11-2025 22:33,21-11-2025 22:54,,,,,,STS KOTABARU,BELUM VERIFIKASI
F7ZE57000002,PKK.DN.IDKBU.2410.000763,LIANA XXXXI,PT. ALWIESTA NIAGA MANDIRI,Realization,3442.0,91.44,KOTABARU,2024-10-25 02:00,nan,,,,LIANA XXXXI,3442,91.44,REDE TARJUN,STS TG PEMANCING,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2511.012286,PKK.DN.IDKBU.2410.000763,F7ZE57000002,BUNYAMIN NURIADIN,21-11-2025 21:54,21-11-2025 22:15,,,,,,STS KOTABARU,BELUM VERIFIKASI
VOB657000005,PKK.DN.IDKBU.2510.000261,LIANA XX,PT. ALWIESTA NIAGA MANDIRI,Realization,4362.0,100.58,KOTABARU,2025-10-11 02:00,nan,,,,LIANA XX,4362,100.58,LAUT,REDE TARJUN,PT. ALWIESTA NIAGA MANDIRI,IDKBU-PLD-SPK.2510.010510,PKK.DN.IDKBU.2510.000261,VOB657000005,SUPRIANTO,10-10-2025 18:17,10-10-2025 18:45,,,,,,KOTABARU,BELUM VERIFIKASI
KM2283000006,PKK.DN.IDSMQ.2511.000393,KISIK MAS,"TEMAS SHIPPING, PT",Realization,4990.0,107.8,SAMPIT,2025-11-23 05:00,PKK.DN.IDSMQ.2511.000393,SPB.IDSMQ.1125.0000422,KISIK MAS,2025-11-23T10:00:00.000Z,KISIK MAS,4990,107.8,LAUT,AREA LABUH AREA KOLAM PELABUHAN BAGENDANG,"TEMAS SHIPPING, PT",IDSMQ-PLD-SPK.2511.009869,PKK.DN.IDSMQ.2511.000393,KM2283000006,CAHYO WIDHY SULISTYANTO,22-11-2025 18:03,23-11-2025 00:11,,,,,,ZONA BAGENDANG,BELUM VERIFIKASI
6TZG25000078,PKK.DN.IDBDJ.2511.002575,ANGELINE 21903,"MASADA JAYA LINES, PT",Realization,3036.0,91.44,BANJARMASIN,2025-11-27 15:00,PKK.DN.IDBDJ.2511.002575,SPB.IDBDJ.1125.0002803,ANGELINE 21903,2025-11-23T15:00:00.000Z,ANGELINE 21903,3036,91.44,PULAU BAKUT,REDE TRISAKTI,"MASADA JAYA LINES, PT",IDBDJ-PLD-SPK.2511.059647,PKK.DN.IDBDJ.2511.002575,6TZG25000078,SUGITO WIJIATMOKO,22-11-2025 08:25,22-11-2025 16:25,,,,,,BANJARMASIN,BELUM VERIFIKASI
ML7F09000037,PKK.LN.IDSRG.2511.000229,EVER CONSIST,"SAMUDERA AGENCIES INDONESIA, PT",Realization,18658.0,171.98,TANJUNG EMAS,2025-11-25 11:00,PKK.LN.IDSRG.2511.000229,SPB.IDSRG.1125.0000248,EVER CONSIST,2025-11-23T05:00:00.000Z,EVER CONSIST,18658,171.98,LAUT,TPKS,"SAMUDERA AGENCIES INDONESIA, PT",IDSRG-PLD-SPK.2511.007027,PKK.LN.IDSRG.2511.000229,ML7F09000037,DANIEL HUTAHAYAN ,23-11-2025 05:25,23-11-2025 06:36,KT. GALUH 2,KT. BIMA 306,,23-11-2025 05:40,23-11-2025 06:35,ZONA SEMARANG,BELUM VERIFIKASI
DR9009000279,PKK.DN.IDSRG.2511.000227,DHARMA RUCITRA 9,"DHARMA LAUTAN UTAMA, PT",Realization,7262.0,117.52,TANJUNG EMAS,2025-11-22 22:00,PKK.DN.IDSRG.2511.000227,SPB.IDSRG.1125.0000246,DHARMA RUCITRA 9,2025-11-22T22:00:00.000Z,DHARMA RUCITRA 9,7262,117.52,LAUT,DERMAGA PELABUHAN COASTER/PENUMPANG/NUSANTARA,"DHARMA LAUTAN UTAMA, PT",IDSRG-PLD-SPK.2511.007001,PKK.DN.IDSRG.2511.000227,DR9009000279,IGNATIUS BUDI PRASOJO,22-11-2025 11:19,22-11-2025 11:47,KT. GALUH 2,,,22-11-2025 11:20,22-11-2025 11:40,ZONA SEMARANG,BELUM VERIFIKASI
SD0009000032,PKK.LN.IDSRG.2511.000179,SITC DECHENG,"PELAYARAN FITRIA ANTARNUSA SAMUDERA, PT",Realization,26771.0,188.8,TANJUNG EMAS,2025-11-22 08:00,PKK.LN.IDSRG.2511.000179,SPB.IDSRG.1125.0000250,SITC DECHENG,2025-11-23T09:00:00.000Z,SITC DECHENG,26771,188.8,LAUT,TPKS,"PELAYARAN FITRIA ANTARNUSA SAMUDERA, PT",IDSRG-PLD-SPK.2511.007014,PKK.LN.IDSRG.2511.000179,SD0009000032,SAUD HORAS SIMANJUNTAK,22-11-2025 19:29,22-11-2025 20:56,KRESNA 315,KT. GALUH 2,,22-11-2025 19:53,22-11-2025 20:58,ZONA SEMARANG,BELUM VERIFIKASI
RG2F57000001,PKK.DN.IDSTU.2511.000167,BINJAI,PT. TIDAR SAMUDERA RAYA,Realization,5305.0,106.8,KOTABARU,2025-11-09 15:55,nan,,,,BINJAI,5305,106.8,STS BUNATI,DERMAGA BORNEO INDOBARA,PT. TIDAR SAMUDERA RAYA,IDSTU-PLD-SPK.2511.015670,PKK.DN.IDSTU.2511.000167,RG2F57000001,TRI SUDIYATMO SAPUTRO,20-11-2025 22:25,20-11-2025 23:05,,,,,,ZONA SATUI & BUNATI,BELUM VERIFIKASI
BM5U57000002,PKK.DN.IDSTU.2506.000254,SLM VENUS 1,PT. TIDAR SAMUDERA RAYA,Realization,4397.0,100.5,KOTABARU,2025-06-16 15:55,nan,,,,SLM VENUS 1,4397,100.5,STS BUNATI,DERMAGA BORNEO INDOBARA,PT. TIDAR SAMUDERA RAYA,IDSTU-PLD-SPK.2511.015699,PKK.DN.IDSTU.2506.000254,BM5U57000002,TRI SUDIYATMO SAPUTRO,23-11-2025 11:46,23-11-2025 12:24,,,,,,ZONA SATUI & BUNATI,BELUM VERIFIKASI
M5U727000053,PKK.DN.IDBOA.2511.001887,RUKUY 2303,"BAYU CIPTA SAMUDERA ,PT",Realization,1346.0,70.09,BENOA,2025-11-23 08:00,PKK.DN.IDBOA.2511.001887,SPB.IDBOA.1125.0002026,RUKUY 2303,2025-11-23T02:00:00.000Z,RUKUY 2303,1346,70.1,LAUT,TERMINAL PASIRAN (UTARA),"BAYU CIPTA SAMUDERA ,PT",IDBOA-PLD-SPK.2511.002683,PKK.DN.IDBOA.2511.001887,M5U727000053,SUPARMAN,22-11-2025 09:11,22-11-2025 09:59,KT. JAYANEGARA 303,,,22-11-2025 09:17,22-11-2025 09:58,ZONA BENOA,BELUM VERIFIKASI
HY0G57000005,PKK.DN.IDSTU.2509.000149,LIANA LV,PT. AZAZ SHIPS SERVICES,Request PPKB,3351.0,91.44,KOTABARU,2025-09-12 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
FBI183000003,PKK.DN.IDSMQ.2511.000382,FAJAR BAHARI III,"FAJAR BAHARI NUSANTARA, PT",Realization,7017.0,99.0,SAMPIT,2025-11-22 16:00,PKK.DN.IDSMQ.2511.000382,SPB.IDSMQ.1125.0000414,FAJAR BAHARI III,2025-11-22T18:00:00.000Z,FAJAR BAHARI III,7017,99,LAUT,REDE UMUM,"FAJAR BAHARI NUSANTARA, PT",IDSMQ-PLD-SPK.2511.009867,PKK.DN.IDSMQ.2511.000382,FBI183000003,DIDIET DWI CAHYO,22-11-2025 17:10,22-11-2025 21:04,,,,,,ZONA SAMPIT,BELUM VERIFIKASI
YMV457000003,PKK.DN.IDSTU.2509.000510,LIANA XXXVII,PT. AZAZ SHIPS SERVICES,Request PPKB,4170.0,100.58,KOTABARU,2025-09-29 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
SG7727000009,PKK.DN.IDBOA.2511.001876,SUKSES GLOBAL,"PERTAMINA TRANS KONTINENTAL, PT",Realization,2234.0,91.13,BENOA,2025-11-23 00:00,PKK.DN.IDBOA.2511.001876,SPB.IDBOA.1125.0002050,SUKSES GLOBAL,2025-11-23T02:00:00.000Z,SUKSES GLOBAL,2234,91.13,LAUT,TERMINAL PT. PERTAMINA,"PERTAMINA TRANS KONTINENTAL, PT",IDBOA-PLD-SPK.2511.002684,PKK.DN.IDBOA.2511.001876,SG7727000009,SUPARMAN,22-11-2025 04:19,22-11-2025 04:57,BIMA 315,KT. JAYANEGARA 303,,22-11-2025 04:26,22-11-2025 04:55,ZONA BENOA,BELUM VERIFIKASI
S02325000032,PKK.DN.IDBDJ.2511.002540,SOEKAWATI 2723,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,2137.0,82.3,BANJARMASIN,2025-11-22 03:48,PKK.DN.IDBDJ.2511.002540,SPB.IDBDJ.1125.0002818,SOEKAWATI 2723,2025-11-23T12:00:00.000Z,SOEKAWATI 2723,2137,82.3,PULAU BAKUT,REDE TRISAKTI,"SAUFA KHALID MARITIM SAMUDERA, PT",IDBDJ-PLD-SPK.2511.059681,PKK.DN.IDBDJ.2511.002540,S02325000032,GALIH PRASETYO,22-11-2025 09:47,22-11-2025 10:47,,,,,,BANJARMASIN,BELUM VERIFIKASI
4CQM57000001,PKK.DN.IDKBU.2506.000685,ATK 314,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,3142.0,91.44,KOTABARU,2025-06-30 15:00,nan,,,,,,,,,,,nan,,,,,,,,,,,
DBL031000304,PKK.DN.IDLBR.2511.000146,DLN BATU LAYAR,"DAMAI LAUTAN NUSANTARA, PT",Realization,9170.0,109.48,LEMBAR,2025-11-22 05:00,PKK.DN.IDLBR.2511.000146,SPB.IDLBR.1125.0000144,DLN BATU LAYAR,2025-11-22T05:00:00.000Z,DLN BATU LAYAR,9170,109.48,LAUT,NUSANTARA II,"DAMAI LAUTAN NUSANTARA, PT",IDLBR-PLD-SPK.2511.003192,PKK.DN.IDLBR.2511.000146,DBL031000304,ILHAM FERYADI,22-11-2025 07:33,22-11-2025 08:00,ANGGADA XV,,,22-11-2025 07:33,22-11-2025 07:33,ZONA LEMBAR,BELUM VERIFIKASI
DT1123000004,PKK.DN.IDBJU.2511.000129,DAWI TANKER,"BARRU SAMUDERA TIMUR, PT",Realization,801.0,62.2,TANJUNG WANGI,2025-11-22 14:00,PKK.DN.IDBJU.2511.000129,SPB.IDBJU.1125.0000129,DAWI TANKER,2025-11-23T00:30:00.000Z,DAWI TANKER,801,62.2,REDE UMUM,DERMAGA UMUM,"BARRU SAMUDERA TIMUR, PT",IDBJU-PLD-SPK.2511.002544,PKK.DN.IDBJU.2511.000129,DT1123000004,Hangga Bachtiar Prasetya Mega Santosa,22-11-2025 17:54,22-11-2025 18:04,,,,,,ZONA TANJUNG WANGI,BELUM VERIFIKASI
262K25000012,PKK.DN.IDBDJ.2511.002528,KIRANA,"DHARMA LAUTAN UTAMA, PT",Realization,5299.0,105.78,BANJARMASIN,2025-11-22 03:00,PKK.DN.IDBDJ.2511.002528,SPB.IDBDJ.1125.0002695,KIRANA,2025-11-22T07:00:00.000Z,KIRANA,5299,105.78,REDE TRISAKTI,KADE TRISAKTI,"DHARMA LAUTAN UTAMA, PT",IDBDJ-PLD-SPK.2511.059592,PKK.DN.IDBDJ.2511.002528,262K25000012,MAWAN BUDIANTO,22-11-2025 23:04,23-11-2025 00:31,TB SEMAR DUA PULUH SEMBILAN,,,22-11-2025 06:54,22-11-2025 07:15,BANJARMASIN,BELUM VERIFIKASI
EEAA25000034,PKK.DN.IDBDJ.2511.002529,ELEANOR 329,"SAUFA KHALID MARITIM SAMUDERA, PT",Realization,3093.0,91.5,BANJARMASIN,2025-11-22 02:50,PKK.DN.IDBDJ.2511.002529,SPB.IDBDJ.1125.0002731,ELEANOR 329,2025-11-22T15:00:00.000Z,ELEANOR 329,3093,91.5,PULAU BAKUT,REDE TRISAKTI,"SAUFA KHALID MARITIM SAMUDERA, PT",IDBDJ-PLD-SPK.2511.059684,PKK.DN.IDBDJ.2511.002529,EEAA25000034,SUGITO WIJIATMOKO,22-11-2025 08:26,22-11-2025 16:27,,,,,,BANJARMASIN,BELUM VERIFIKASI
RNOZ57000026,PKK.DN.IDKBU.2511.000580,P B 3016,PT. PRIMA SAMUDRA SAKTI,Realization,3071.0,91.5,KOTABARU,2025-11-24 01:00,PKK.DN.IDKBU.2511.000580,SPB.IDKBU.1125.0000624,P B 3016,2025-11-23T08:00:00.000Z,P B 3016,3071,91.5,LAUT,JETTY SALINO,PT. PRIMA SAMUDRA SAKTI,IDKBU-PLD-SPK.2511.012301,PKK.DN.IDKBU.2511.000580,RNOZ57000026,ALHAM,22-11-2025 17:01,22-11-2025 17:21,KT.ANOMAN II,,,22-11-2025 17:01,22-11-2025 17:21,ZONA BATULICIN,BELUM VERIFIKASI
454K57000031,PKK.DN.IDKBU.2510.000566,KM.SML9,PT. ARGHANIAGA PANCATUNGGAL,Request PPKB,1158.0,67.06,KOTABARU,2025-10-30 08:00,nan,,,,KM.SML9,1158,67.06,LAUT,JETTY PERTAMINA 2,PT. ARGHANIAGA PANCATUNGGAL,IDKBU-PLD-SPK.2510.011041,PKK.DN.IDKBU.2510.000566,454K57000031,RIZA ROSALI ZAIN,25-10-2025 01:40,25-10-2025 01:55,JAYANEGARA 202,,,25-10-2025 01:35,25-10-2025 01:55,KOTABARU,BELUM VERIFIKASI
888M74000037,PKK.DN.IDKUM.2511.000118,MAUHAU,"PERTAMINA TRANS KONTINENTAL, PT",Realization,2938.0,90.0,KUMAI,2025-11-23 01:20,PKK.DN.IDKUM.2511.000118,SPB.IDKUM.1125.0000131,MAUHAU,2025-11-23T16:45:00.000Z,MAUHAU,2938,90,LAUT,TUKS PT. PERTAMINA,"PERTAMINA TRANS KONTINENTAL, PT",IDKUM-PLD-SPK.2511.004885,PKK.DN.IDKUM.2511.000118,888M74000037,YAHYA TAMBARU RANDE,22-11-2025 17:13,22-11-2025 19:07,TB. DUA PUTRA POWER,,,22-11-2025 18:26,22-11-2025 19:01,ZONA KUMAI,BELUM VERIFIKASI
