active,created_at,currency_name,description,end_date,fixed_rate,gt_group_name,id,index,name_branch,start_date,status,timezones,total,total_page,tug_type,uper_multiplication,variable_rate,zone_name
1,2023-03-30 16:34,Dollar,US$. diatas 75.001 GT,2099-01-01 01:00,2001,Kapal diatas 75.001,1298,101,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,EMERGENCY,110,0.005,ZONA GRESIK
1,2023-03-30 16:34,Dollar,US$. diatas 75.001 GT,2099-01-01 01:00,936,Kapal diatas 75.001,1313,102,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,DOCKING,110,0,ZONA GRESIK
1,2023-03-30 16:34,Dollar,US$. diatas 75.001,2099-01-01 01:00,936,Kapal diatas 75.001,1314,103,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,DOCKING,110,0,ZONA GRESIK
1,2023-03-30 16:34,Rupiah,Rp. diatas 75.001 GT,2099-01-01 01:00,4500000,Kapal diatas 75.001,1322,104,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,30,ZONA GRESIK
1,2023-03-30 16:34,Dollar,US$. diatas 75.001 GT,2099-01-01 01:00,936,Kapal diatas 75.001,1249,105,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,DOCKING,110,0,ZONA SURABAYA
1,2023-03-30 16:34,Dollar,US$. diatas 75.001,2099-01-01 01:00,936,Kapal diatas 75.001,1250,106,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,DOCKING,110,0,ZONA SURABAYA
1,2023-03-30 16:34,Rupiah,Rp. diatas 75.001,2099-01-01 01:00,5000,Kapal diatas 75.001,1254,107,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,EMERGENCY,110,0,ZONA GRESIK
1,2023-03-30 16:34,Rupiah,Rp. diatas 75.001,2099-01-01 01:00,5000,Kapal diatas 75.001,1255,108,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,EMERGENCY,110,0,ZONA GRESIK
1,2023-03-30 16:34,Rupiah,Rp. diatas 75.001 GT,2099-01-01 01:00,5000,Kapal diatas 75.001,1256,109,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,EMERGENCY,110,0,ZONA GRESIK
1,2023-03-30 16:34,Rupiah,Rp. diatas 75.001,2099-01-01 01:00,5000,Kapal diatas 75.001,1205,110,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,EMERGENCY,110,0,ZONA SURABAYA
1,2023-03-30 16:34,Rupiah,Rp. diatas 75.001 GT,2099-01-01 01:00,5000,Kapal diatas 75.001,1206,111,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,EMERGENCY,110,0,ZONA SURABAYA
1,2023-03-30 16:34,Rupiah,Rp. diatas 75.001,2099-01-01 01:00,5000,Kapal diatas 75.001,1207,112,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,EMERGENCY,110,0,ZONA SURABAYA
1,2023-03-30 16:34,Dollar,US$. diatas 75.001 GT,2099-01-01 01:00,2001,Kapal diatas 75.001,1220,113,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,EMERGENCY,110,0.005,ZONA SURABAYA
1,2023-03-30 16:34,Rupiah,Rp. diatas 75.001,2099-01-01 01:00,7500000,Kapal diatas 75.001,1234,114,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,DOCKING,110,0,ZONA SURABAYA
1,2023-03-30 16:34,Rupiah,Rp. diatas 75.001 GT,2099-01-01 01:00,7500000,Kapal diatas 75.001,1235,115,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,DOCKING,110,0,ZONA SURABAYA
1,2023-03-30 16:34,Rupiah,Rp. diatas 75.001,2099-01-01 01:00,7500000,Kapal diatas 75.001,1236,116,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,DOCKING,110,0,ZONA SURABAYA
1,2023-03-30 16:34,Dollar,US$. 2.001 sd 3.500 ,2099-01-01 01:00,936,Kapal 2.001 sd 3.500 GT,1315,117,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,DOCKING,110,0,ZONA GRESIK
1,2023-03-30 16:34,Dollar,US$. 2.001 sd 3.500 ,2099-01-01 01:00,936,Kapal 2.001 sd 3.500 GT,1251,118,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,DOCKING,110,0,ZONA SURABAYA
1,2022-11-18 17:55,Rupiah,Rp. 0 sd 3.500 GT,2099-01-01 01:00,670500,Kapal 0 sd 3.500 GT,835,119,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,30,ZONA SURABAYA
1,2022-11-18 17:55,Rupiah,Rp. diatas 75.001 GT,2099-01-01 01:00,4500000,Kapal diatas 75.001,776,120,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,30,ZONA SURABAYA
1,2022-11-18 17:55,Dollar,US$. 3.501 sd 8.000 GT,2099-01-01 01:00,460,Kapal 3.501 sd 8.000 GT,791,121,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,0.005,ZONA SURABAYA
1,2022-11-18 17:55,Rupiah,Rp. 3.501 sd 8.000 GT,2099-01-01 01:00,958367,Kapal 3.501 sd 8.000 GT,766,122,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,30,ZONA SURABAYA
1,2022-11-18 17:55,Dollar,US$. 8.001 sd 14.000 GT,2099-01-01 01:00,696,Kapal 8.001 sd 14.000 GT,793,123,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,0.005,ZONA SURABAYA
1,2022-11-18 17:55,Rupiah,Rp. 8.001 sd 14.000 GT,2099-01-01 01:00,1443149,Kapal 8.001 sd 14.000 GT,773,124,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,30,ZONA SURABAYA
1,2022-11-18 17:55,Dollar,US$. 14.001 sd 18.000 GT,2099-01-01 01:00,936,Kapal 14.001 sd 18.000 GT,790,125,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,0.005,ZONA SURABAYA
1,2022-11-18 17:55,Rupiah,Rp. 14.001 sd 18.000 ,2099-01-01 01:00,2043824,Kapal 14.001 sd 18.000 GT,774,126,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,30,ZONA SURABAYA
1,2022-11-18 17:55,Dollar,US$. 18.001 sd 26.000 GT,2099-01-01 01:00,1498,Kapal 18.001 sd 26.000 GT,792,127,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,0.005,ZONA SURABAYA
1,2022-11-18 17:55,Rupiah,Rp. 18.001 sd 26.000 GT,2099-01-01 01:00,2850000,Kapal 18.001 sd 26.000 GT,775,128,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,30,ZONA SURABAYA
1,2022-11-18 17:55,Dollar,US$. 26.001 sd 40.000 GT,2099-01-01 01:00,1605,Kapal 26.001 sd 40.000 GT,788,129,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,0.005,ZONA SURABAYA
1,2022-11-18 17:55,Rupiah,Rp. 26.001 sd 40.000 GT,2099-01-01 01:00,3300000,Kapal 26.001 sd 40.000 GT,777,130,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,30,ZONA SURABAYA
1,2022-11-18 17:55,Dollar,US$. 40.001 sd 75.000 GT,2099-01-01 01:00,1766,Kapal 40.001 sd 75.000 GT,794,131,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,0.005,ZONA SURABAYA
1,2022-11-18 17:55,Rupiah,Rp. 40.001 sd 75.000 GT,2099-01-01 01:00,3750000,Kapal 40.001 sd 75.000 GT,778,132,REGIONAL 3 TANJUNG PERAK,2022-08-22 23:01,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,30,ZONA SURABAYA
1,2022-11-18 17:55,Dollar,US$. diatas 75.001 GT,2099-01-01 01:00,2001,Kapal diatas 75.001,795,133,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,0.005,ZONA SURABAYA
1,2022-11-18 17:55,Dollar,US$. 0 sd 3.500 GT,2099-01-01 01:00,187,Kapal 0 sd 3.500 GT,789,134,REGIONAL 3 TANJUNG PERAK,2022-01-01 01:00,TARIF AKTIF,Asia/Jakarta,134,1,NORMAL,110,0.005,ZONA SURABAYA
